date,A,B,C,D,E,F,Target
2017-5-15 20:30,1.931,1.143,1.068,171.004,182.396,7.536,0.567531
2017-5-15 20:45,1.3,0.595,0.297,156.375,182.427,7.577,0.638503
2017-5-15 21:00,1.778,0,0,178.326,182.437,7.319,0.658142
2017-5-15 21:15,2.747,2.543,2.543,173.308,193.236,9.295,3.038786
2017-5-15 21:30,3.155,3.614,3.512,209.742,237.254,9.849,9.138075
2017-5-15 21:45,2.594,2.747,2.9,230.352,257.668,12.102,6.100008
2017-5-15 22:00,0.074,0,0.966,150.141,248.114,11.93,2.966463
2017-5-15 22:15,2.237,0.446,1.829,124.243,175.163,7.567,2.827246
2017-5-15 22:30,3.206,2.288,2.441,140.926,176.135,7.843,2.629434
2017-5-15 22:45,2.339,2.951,3.614,155.562,189.942,7.996,3.143117
2017-5-15 23:00,1.676,3.716,3.563,199.616,195.041,8.967,2.273671
2017-5-15 23:15,0.845,3.104,3.767,179.548,195.633,7.683,4.875883
2017-5-15 23:30,2.747,3.257,3.359,200.526,203.099,8.304,10.504085
2017-5-15 23:45,1.727,3.104,2.543,200.075,212.045,8.592,12.348969
2017-5-16 0:00,0.074,1.374,1.073,31.972,207.787,9.529,8.50372
2017-5-16 0:15,1.88,0.149,0.297,128.389,207.794,15.33,7.808257
2017-5-16 0:30,2.594,2.9,2.645,197.306,224.237,8.896,10.026726
2017-5-16 0:45,3.257,2.951,2.849,207.433,217.449,8.468,7.84399
2017-5-16 1:00,0.372,1.421,1.068,210.004,218.981,8.79,3.171858
2017-5-16 1:15,0,0.52,0.966,209.992,218.944,8.532,1.186121
2017-5-16 1:30,0,1.347,0.892,210.001,218.933,8.74,1.069565
2017-5-16 1:45,1.727,0,0,119.353,218.93,8.451,1.487823
2017-5-16 2:00,1.829,0.595,0,119.394,191.233,8.507,1.212383
2017-5-16 2:15,2.798,1.574,0,146.811,136.195,8.778,1.202931
2017-5-16 2:30,1.272,2.441,0.52,165.176,152.694,9.397,2.98837
2017-5-16 2:45,2.543,2.849,1.778,175.079,156.399,6.368,5.925294
2017-5-16 3:00,3.359,4.277,2.747,147.205,149.635,6.74,4.772876
2017-5-16 3:15,4.022,3.563,3.104,143.181,151.274,6.826,2.325036
2017-5-16 3:30,3.512,4.43,3.767,141.088,140.719,6.805,1.801935
2017-5-16 3:45,2.696,3.716,2.645,144.485,139.946,6.484,1.25703
2017-5-16 4:00,3.665,3.512,2.645,150.512,140.467,6.508,1.030119
2017-5-16 4:15,3.206,3.92,2.288,147.699,141.534,6.631,0.930153
2017-5-16 4:30,2.339,3.359,2.033,147.329,156.231,6.443,1.458811
2017-5-16 4:45,2.849,2.747,0.743,161.768,165.54,6.197,4.724085
2017-5-16 5:00,1.727,1.88,2.033,194.616,200.224,8.439,5.658125
2017-5-16 5:15,2.195,2.622,2.594,139.351,160.032,25.598,6.900206
2017-5-16 5:30,3.716,5.042,6.317,49.376,49.638,4.805,57.352
2017-5-16 5:45,5.654,6.725,7.286,87.009,82.502,6.35,107.16368
2017-5-16 6:00,6.419,7.541,8.918,87.444,85.834,6.34,119.3186
2017-5-16 6:15,7.184,8.153,9.173,94.493,91.992,6.317,133.43158
2017-5-16 6:30,9.326,10.142,11.009,93.338,94.552,6.382,166.99133
2017-5-16 6:45,9.632,10.958,11.876,96.665,93.236,6.236,170.24353
2017-5-16 7:00,9.887,10.55,12.08,98.15,96.694,6.105,168.53331
2017-5-16 7:15,9.173,10.754,11.366,100.208,99.59,5.929,171.68156
2017-5-16 7:30,10.244,11.519,11.825,101.12,96.007,5.943,175.70712
2017-5-16 7:45,10.448,11.315,12.233,94.026,93.402,5.918,184.31537
2017-5-16 8:00,10.958,12.386,13.253,93.531,91.308,5.975,184.53323
2017-5-16 8:15,10.142,11.774,12.845,94.538,90.234,5.874,177.50352
2017-5-16 8:30,10.295,12.08,12.896,93.025,93.57,5.882,172.78085
2017-5-16 8:45,9.53,11.162,11.876,98.201,97.278,5.889,168.6745
2017-5-16 9:00,10.499,11.57,12.386,92.748,89.634,5.94,176.11848
2017-5-16 9:15,10.652,11.621,13.049,95.6,95.42,5.891,184.69926
2017-5-16 9:30,10.295,10.907,11.213,96.753,93.33,5.811,159.64049
2017-5-16 9:45,10.754,12.284,12.692,94.88,90.491,5.872,166.878
2017-5-16 10:00,9.173,10.04,10.448,87.341,89.752,5.901,168.6641
2017-5-16 10:15,10.805,11.978,13.304,89.107,85.971,5.89,163.14655
2017-5-16 10:30,8.714,9.02,9.173,95.521,93.904,5.827,155.698
2017-5-16 10:45,9.326,10.346,10.856,84.915,79.793,5.825,154.47984
2017-5-16 11:00,9.326,10.397,10.652,81.021,80.302,5.846,148.59702
2017-5-16 11:15,12.029,13.1,13.508,86.86,84.788,5.998,138.49231
2017-5-16 11:30,12.743,13.763,14.681,84.067,83.463,5.896,129.57912
2017-5-16 11:45,14.222,14.936,15.752,88.699,84.443,5.966,123.27144
2017-5-16 12:00,12.59,14.12,14.477,80.454,77.981,5.924,118.727684
2017-5-16 12:15,14.171,15.65,16.721,79.358,77.856,5.886,108.14628
2017-5-16 12:30,13.508,14.579,15.14,80.933,81.371,6.148,98.54655
2017-5-16 12:45,14.783,16.466,17.639,92.02,89.752,5.969,100.89234
2017-5-16 13:00,14.222,15.038,16.262,93.941,92.051,6.09,106.139565
2017-5-16 13:15,11.315,12.692,12.896,96.542,92.621,5.909,117.98466
2017-5-16 13:30,12.641,13.355,13.916,85.661,87.102,6.162,112.39606
2017-5-16 13:45,12.182,13.202,13.814,84.272,82.859,5.945,107.42384
2017-5-16 14:00,11.876,13.457,14.171,84.345,83.384,5.933,101.789764
2017-5-16 14:15,11.519,12.386,13.406,77.515,73.178,5.83,99.83892
2017-5-16 14:30,12.233,12.998,13.1,80.304,79.478,5.938,103.41149
2017-5-16 14:45,13.916,14.936,15.344,75.999,75.552,6.216,104.71537
2017-5-16 15:00,14.324,16.415,17.333,72.749,71.372,5.813,103.10262
2017-5-16 15:15,13.661,15.65,16.568,75.718,73.365,5.99,100.44103
2017-5-16 15:30,10.193,10.856,11.672,82.703,79.935,5.869,106.52459
2017-5-16 15:45,12.998,14.579,14.987,81.258,77.41,5.902,114.180695
2017-5-16 16:00,13.712,14.579,15.038,78.881,77.485,5.992,120.6106
2017-5-16 16:15,12.896,13.865,14.936,69.895,70.924,5.831,123.02716
2017-5-16 16:30,12.488,13.661,15.701,82.22,84.855,6.039,122.216156
2017-5-16 16:45,12.743,14.222,14.783,79.564,75.79,5.922,121.64433
2017-5-16 17:00,14.987,16.823,17.69,81.742,77.497,6.092,120.092094
2017-5-16 17:15,14.783,16.772,17.945,82.997,81.856,6.273,119.91817
2017-5-16 17:30,14.834,15.854,17.129,78.435,78.244,6.056,117.487366
2017-5-16 17:45,15.395,16.925,18.404,76.592,77.25,6.084,114.79983
2017-5-16 18:00,14.477,15.956,16.823,80.872,75.805,5.918,117.8509
2017-5-16 18:15,12.845,14.222,16.058,81.089,79.689,6.184,121.40804
2017-5-16 18:30,15.599,16.772,17.435,85.634,86.694,6.159,120.73488
2017-5-16 18:45,12.488,13.661,15.14,83.678,86.155,6.163,123.54733
2017-5-16 19:00,12.692,13.763,14.477,87.911,89.751,6.163,129.5221
2017-5-16 19:15,11.825,13.661,13.865,91.313,88.366,6.369,130.08542
2017-5-16 19:30,11.57,12.743,13.151,96.492,94.207,6.164,127.69442
2017-5-16 19:45,13.202,13.916,14.63,90.434,88.22,6.353,130.61209
2017-5-16 20:00,12.998,13.814,14.987,96.873,96.763,6.126,135.29121
2017-5-16 20:15,12.59,13.712,14.324,94.732,93.435,6.185,138.89896
2017-5-16 20:30,9.989,11.111,11.825,98.997,95.445,5.999,142.54802
2017-5-16 20:45,14.222,15.956,17.129,88.6,87.347,6.36,139.11694
2017-5-16 21:00,12.488,13.406,14.63,88.539,84.24,6.463,138.9358
2017-5-16 21:15,11.111,12.59,13.559,89.862,87.615,6.022,136.53795
2017-5-16 21:30,12.437,13.814,14.018,89.708,89.753,6.21,144.03429
2017-5-16 21:45,11.825,13.406,14.885,83.84,85.626,6.431,144.96289
2017-5-16 22:00,13.814,14.834,15.446,90.198,88.473,6.147,152.22054
2017-5-16 22:15,13.406,15.089,16.262,89.74,88.964,6.49,151.26884
2017-5-16 22:30,14.579,15.701,16.466,90.748,87.831,6.449,144.19022
2017-5-16 22:45,14.222,15.548,16.262,93.141,88.302,6.544,143.53104
2017-5-16 23:00,13.151,14.681,15.701,96.697,96.839,6.855,149.9663
2017-5-16 23:15,13.457,14.834,16.16,93.494,90.745,6.915,147.072
2017-5-16 23:30,13.763,14.834,15.446,94.682,92.985,6.506,151.14798
2017-5-16 23:45,13.661,14.987,15.854,91.722,90.207,6.345,154.12721
2017-5-17 0:00,11.876,13.355,14.069,88.393,86.183,6.633,161.33592
2017-5-17 0:15,11.774,12.488,13.763,94.069,94.345,6.547,153.9999
2017-5-17 0:30,11.825,12.488,13.355,96.11,101.861,6.219,146.90579
2017-5-17 0:45,12.131,13.457,13.457,97.676,104.218,6.008,145.2312
2017-5-17 1:00,11.519,12.437,13.406,94.34,96.803,6.581,143.83516
2017-5-17 1:15,10.856,12.335,13.1,94.198,94.762,6.513,143.51239
2017-5-17 1:30,10.142,11.417,12.437,93.506,92.973,6.171,146.85205
2017-5-17 1:45,9.585,11.005,11.661,89.743,92.614,6.402,149.79912
2017-5-17 2:00,9.785,11.315,12.131,92.625,93.444,6.118,147.11565
2017-5-17 2:15,8.714,10.703,11.621,92.245,91.558,6.152,150.2411
2017-5-17 2:30,7.847,8.663,9.224,99.813,99.574,6.045,147.64267
2017-5-17 2:45,7.49,8.102,8.816,102.21,99.944,6.006,116.64064
2017-5-17 3:00,7.541,8.561,9.173,91.167,89.398,6.189,107.47849
2017-5-17 3:15,5.909,6.572,7.286,91.297,92.035,5.929,92.384026
2017-5-17 3:30,5.093,5.501,6.317,107.916,107.834,5.923,63.695404
2017-5-17 3:45,5.093,5.858,7.031,99.723,99.67,5.883,48.315815
2017-5-17 4:00,2.543,3.41,3.818,118.939,111.944,5.907,19.361975
2017-5-17 4:15,3.002,4.43,5.144,100.534,95.984,5.968,13.316123
2017-5-17 4:30,3.92,4.787,6.062,101.434,95.909,5.914,13.05265
2017-5-17 4:45,3.665,4.481,5.042,141.545,128.273,6.139,7.299897
2017-5-17 5:00,2.237,2.849,3.869,114.677,110.321,6.037,3.67784
2017-5-17 5:15,2.39,2.288,2.747,79.45,94.238,5.913,3.547477
2017-5-17 5:30,2.543,3.41,4.481,101.14,83.657,5.966,5.458098
2017-5-17 5:45,1.017,3.053,4.022,101.137,83.939,6.189,13.173956
2017-5-17 6:00,2.594,3.257,4.124,116.727,102.962,5.915,10.503351
2017-5-17 6:15,2.186,2.798,3.512,102.956,93.27,6.088,6.16323
2017-5-17 6:30,1.88,2.645,3.308,125.998,108.543,5.978,2.807963
2017-5-17 6:45,2.084,2.288,2.492,140.056,118.206,5.925,1.085613
2017-5-17 7:00,2.186,2.288,1.829,131.075,111.232,6.058,0.943263
2017-5-17 7:15,1.245,1.982,1.472,123.116,84.309,5.792,1.18255
2017-5-17 7:30,1.421,1.574,1.676,122.357,84.416,5.644,1.290281
2017-5-17 7:45,2.186,1.625,1.421,131.697,84.675,5.654,1.543241
2017-5-17 8:00,1.574,1.982,1.574,132.614,126.061,6.111,0.925008
2017-5-17 8:15,2.186,2.543,2.594,135.396,136.441,6.013,0.771013
2017-5-17 8:30,3.461,3.002,4.226,140.726,128.928,5.941,0.873429
2017-5-17 8:45,2.951,3.002,3.41,141.258,142.533,6.13,1.069422
2017-5-17 9:00,1.296,0.818,3.053,83.181,116.315,6.549,1.132469
2017-5-17 9:15,1.217,0.074,1.778,83.249,116.348,6.448,0.934334
2017-5-17 9:30,1.625,0.943,0.149,69.381,116.197,6.024,1.012236
2017-5-17 9:45,0.794,1.245,0.794,90.391,95.703,6.092,1.006487
2017-5-17 10:00,1.347,1.421,1.551,66.03,90.522,5.831,0.914187
2017-5-17 10:15,0.794,0.149,0.223,35.127,90.392,5.66,0.897554
2017-5-17 10:30,0.892,0.074,0,18.72,66.862,5.676,0.916775
2017-5-17 10:45,0,0,0,18.745,31.888,5.749,0.898992
2017-5-17 11:00,0.274,0.149,0.223,36.567,32.046,5.792,0.882423
2017-5-17 11:15,0.297,0.149,0.372,32.509,32.052,5.858,0.819942
2017-5-17 11:30,0.223,0,0.074,39.261,32.04,5.756,0.992626
2017-5-17 11:45,0,0,0,3.624,32.029,5.716,1.689141
2017-5-17 12:00,0.074,0.149,0,36.242,33.261,5.73,5.562837
2017-5-17 12:15,0,0.074,0.149,117.397,49.178,7.344,15.2491
2017-5-17 12:30,0.149,0,0.149,239.427,256.059,7.306,20.909866
2017-5-17 12:45,1.323,0.724,0.599,324.525,290.532,19.997,30.190975
2017-5-17 13:00,3.359,3.716,4.43,264.656,254.166,11.46,37.82661
2017-5-17 13:15,4.073,4.277,4.328,268.066,267.516,14.703,43.785126
2017-5-17 13:30,5.195,5.399,5.195,275.734,271.394,14.689,29.29107
2017-5-17 13:45,5.042,5.195,5.246,268.983,260.833,13.647,40.074024
2017-5-17 14:00,5.144,5.246,4.991,259.729,254.613,10.958,37.4774
2017-5-17 14:15,4.583,5.246,5.195,270.557,269.617,13.226,36.187447
2017-5-17 14:30,4.532,4.685,4.889,270.712,267.126,12.985,35.59035
2017-5-17 14:45,5.399,5.705,5.654,268.236,267.659,13.139,43.823303
2017-5-17 15:00,5.603,5.654,5.756,287.169,281.939,18.119,38.689205
2017-5-17 15:15,5.042,5.246,5.552,271.324,270.358,15.151,40.675316
2017-5-17 15:30,5.246,5.042,5.705,280.068,275.439,15.095,39.446888
2017-5-17 15:45,5.501,5.909,5.807,262.554,263.51,12.972,34.64305
2017-5-17 16:00,4.889,5.501,5.603,285.392,281.793,17.342,36.585613
2017-5-17 16:15,5.399,6.164,6.215,277.028,277.142,16.926,42.727226
2017-5-17 16:30,4.838,5.399,5.654,273.854,271.26,15.737,41.8247
2017-5-17 16:45,5.297,5.705,6.215,263.994,262.805,12.607,30.004986
2017-5-17 17:00,4.328,4.583,4.43,277.44,273.955,15.612,25.602793
2017-5-17 17:15,4.379,4.634,4.94,277.019,271.403,15.943,21.830029
2017-5-17 17:30,4.175,4.379,4.583,262.635,261.031,11.649,15.067282
2017-5-17 17:45,3.614,3.512,3.716,270.598,264.262,12.757,8.486662
2017-5-17 18:00,2.135,1.908,2.084,258.546,259.209,11.043,1.379474
2017-5-17 18:15,1.829,1.88,2.543,259.931,260.912,11.492,1.720331
2017-5-17 18:30,1.829,1.602,2.237,299.644,292.265,19.127,1.61396
2017-5-17 18:45,2.696,3.206,3.308,280.206,285.813,18.019,2.274157
2017-5-17 19:00,3.155,3.41,3.257,273.849,275.665,16.291,2.832713
2017-5-17 19:15,3.257,3.257,3.308,260.589,260.587,12.432,5.757469
2017-5-17 19:30,3.002,3.308,3.206,253.972,258.614,11.149,6.379457
2017-5-17 19:45,2.747,2.849,2.237,229.691,250.63,11.663,8.268948
2017-5-17 20:00,3.359,3.053,1.931,225.394,243.826,10.605,11.865938
2017-5-17 20:15,3.104,3.206,2.849,231.3,249.247,10.96,13.978677
2017-5-17 20:30,3.155,3.563,2.849,233.521,247.794,10.491,13.652735
2017-5-17 20:45,2.951,3.308,3.053,232.316,246.23,10.562,12.647436
2017-5-17 21:00,3.104,3.818,3.971,265.699,270.728,16.225,11.256754
2017-5-17 21:15,3.512,3.665,3.512,256.672,262.611,12.549,9.859958
2017-5-17 21:30,3.206,3.665,2.849,246.245,255.106,10.758,8.786244
2017-5-17 21:45,2.084,2.9,3.002,243.037,261.556,12.333,5.962977
2017-5-17 22:00,2.849,2.645,2.594,281.732,295.069,20.115,5.231002
2017-5-17 22:15,2.39,2.747,2.849,283.145,287.081,19.093,1.625346
2017-5-17 22:30,1.472,2.339,2.798,236.553,270.046,14.19,1.803357
2017-5-17 22:45,1.676,1.829,2.339,244.398,277.053,14.062,1.705115
2017-5-17 23:00,1.625,1.472,1.88,235.234,261.066,13.507,1.4797
2017-5-17 23:15,2.033,1.37,1.523,231.062,274.165,12.066,1.064708
2017-5-17 23:30,1.829,0.743,1.421,230.458,274.216,11.901,0.844598
2017-5-17 23:45,2.288,0,0.743,202.171,273.963,12.042,0.839902
2017-5-18 0:00,2.441,1.217,0.818,211.877,247.71,12.636,0.830818
2017-5-18 0:15,2.237,1.166,1.092,213.825,234.674,12.602,0.834196
2017-5-18 0:30,2.033,1.217,1.268,201.666,213.952,12.623,0.836981
2017-5-18 0:45,1.625,1.574,1.268,197.694,206.385,6.268,0.820326
2017-5-18 1:00,1.982,1.217,1.041,168.321,206.471,6.211,0.825465
2017-5-18 1:15,3.002,1.931,1.829,159.037,206.416,6.382,0.816241
2017-5-18 1:30,2.288,2.951,2.186,173.528,188.099,6.283,0.851069
2017-5-18 1:45,2.339,2.747,1.88,179.517,191.292,6.258,0.857997
2017-5-18 2:00,3.104,2.696,2.186,152.071,188.812,6.238,0.841182
2017-5-18 2:15,3.614,3.053,2.39,150.591,179.998,8.342,0.839801
2017-5-18 2:30,3.818,3.92,2.492,149.583,172.606,6.874,0.845992
2017-5-18 2:45,3.206,4.226,2.798,144.371,162.013,6.6,0.842355
2017-5-18 3:00,3.512,4.583,3.308,146.927,162.086,6.038,0.839429
2017-5-18 3:15,3.053,4.481,3.716,150.148,154.991,6.505,0.807298
2017-5-18 3:30,3.308,4.532,2.9,148.451,153.812,6,0.988113
2017-5-18 3:45,3.257,4.685,3.512,151.187,155.019,6.119,0.802891
2017-5-18 4:00,3.002,3.971,2.135,145.227,154.181,6.018,0.732885
2017-5-18 4:15,3.206,4.175,2.849,143.483,155.725,6.396,0.99013
2017-5-18 4:30,3.104,3.512,2.033,152.12,161.227,6.016,1.010338
2017-5-18 4:45,3.053,2.594,1.166,151.081,165.02,5.67,0.91313
2017-5-18 5:00,2.951,2.288,1.268,161.027,175.91,5.616,0.783468
2017-5-18 5:15,2.9,1.272,0.149,146.663,181.858,5.538,0.724169
2017-5-18 5:30,3.104,1.676,0.818,166.139,186.631,5.634,0.689081
2017-5-18 5:45,3.257,1.217,0.892,164.742,195.957,5.614,0.881702
2017-5-18 6:00,2.492,1.88,1.829,188.86,219.011,8.093,0.852598
2017-5-18 6:15,1.88,1.778,1.676,172.66,219.075,7.965,0.727786
2017-5-18 6:30,1.472,2.441,1.37,163.42,218.976,10.638,0.915185
2017-5-18 6:45,0.892,1.727,1.319,158.882,218.947,10.518,1.078679
2017-5-18 7:00,1.217,1.272,1.166,158.897,221.657,10.32,0.921475
2017-5-18 7:15,3.155,0.297,0.595,149.456,223.402,10.612,0.84676
2017-5-18 7:30,3.206,1.472,0.297,163.248,202.128,10.982,0.843258
2017-5-18 7:45,3.053,1.931,1.017,171.215,202.16,11.26,0.877978
2017-5-18 8:00,2.951,2.186,1.472,184.037,202.125,7.646,0.884911
2017-5-18 8:15,2.033,3.359,2.237,181.108,197.071,7.879,0.873303
2017-5-18 8:30,2.543,3.512,2.696,159.42,179.846,7.269,0.696659
2017-5-18 8:45,2.645,3.461,2.594,158.741,185.132,7.382,1.060166
2017-5-18 9:00,2.696,3.665,2.645,180.885,200.035,7.837,1.218487
2017-5-18 9:15,3.002,3.461,2.747,194.602,205.987,7.477,1.276386
2017-5-18 9:30,2.441,3.206,2.645,202.164,211.337,7.443,2.567517
2017-5-18 9:45,1.092,1.574,1.982,168.352,211.031,8.176,2.757816
2017-5-18 10:00,0.446,0,0.149,159.956,211.039,8.046,1.678913
2017-5-18 10:15,1.398,0,0.943,140.256,211.045,8.415,1.052668
2017-5-18 10:30,1.472,1.194,1.119,140.597,210.962,7.292,1.057921
2017-5-18 10:45,0.223,0.669,1.676,178.67,201.868,6.638,0.767784
2017-5-18 11:00,0.074,0,0,178.786,201.93,6.517,1.131784
2017-5-18 11:15,1.022,0.52,0.223,12.008,140.527,6.644,1.201305
2017-5-18 11:30,2.9,2.696,2.849,262.074,323.749,126.847,1.323141
2017-5-18 11:45,3.257,2.951,3.155,322.863,342.854,53.53,1.101418
2017-5-18 12:00,2.441,2.288,2.645,334.997,336.245,44.895,0.949499
2017-5-18 12:15,2.39,2.135,2.645,328.702,327.667,31.088,1.078172
2017-5-18 12:30,2.033,1.982,2.492,323.541,326.756,29.504,0.8082
2017-5-18 12:45,2.849,2.237,2.441,320.222,313.021,23.36,0.731982
2017-5-18 13:00,2.645,2.747,2.9,320.528,320.894,31.47,1.067907
2017-5-18 13:15,2.645,2.492,2.951,316.95,318.227,27.412,1.138952
2017-5-18 13:30,2.339,2.288,2.798,329.612,301.718,38.804,1.189063
2017-5-18 13:45,2.469,2.214,2.543,314.431,309.458,24.057,1.129532
2017-5-18 14:00,2.237,2.135,2.265,314.153,310.471,28.358,1.411174
2017-5-18 14:15,2.492,2.163,2.39,308.719,296.341,24.082,0.873396
2017-5-18 14:30,2.292,2.01,2.339,323.034,315.667,54.712,0.814036
2017-5-18 14:45,2.798,2.747,2.849,333.851,325.621,29.822,1.24412
2017-5-18 15:00,2.747,2.849,3.155,331.294,330.667,33.632,1.768398
2017-5-18 15:15,2.492,2.061,2.339,320.343,313.762,24.406,1.634439
2017-5-18 15:30,2.594,2.237,2.645,305.475,304.934,21.06,1.128483
2017-5-18 15:45,2.237,2.084,2.492,300.748,299.978,19.063,0.802559
2017-5-18 16:00,2.339,2.033,2.441,313.696,307.625,20.771,1.402705
2017-5-18 16:15,1.959,1.857,2.492,294.134,284.154,20.237,1.636863
2017-5-18 16:30,2.798,2.492,2.9,317.658,312.777,21.833,1.250468
2017-5-18 16:45,2.339,2.135,2.288,308.158,311.126,20.16,0.807675
2017-5-18 17:00,1.982,1.602,1.931,318.522,309.27,20.653,0.828675
2017-5-18 17:15,1.829,1.908,2.033,301.378,278.212,18.86,1.138745
2017-5-18 17:30,2.696,2.543,2.594,285.307,284.946,19.555,1.570677
2017-5-18 17:45,1.778,1.778,2.033,301.95,305.032,20.066,1.210732
2017-5-18 18:00,1.319,1.041,1.625,312.431,305.182,19.521,0.879042
2017-5-18 18:15,0.818,0.771,2.033,312.446,305.156,18.897,0.719571
2017-5-18 18:30,1.421,1.041,1.829,312.284,305.221,19.507,0.709532
2017-5-18 18:45,0.892,1.472,2.033,312.519,331.475,28.705,0.712489
2017-5-18 19:00,0,0,1.676,312.458,331.447,22.644,0.710542
2017-5-18 19:15,0,0,1.194,312.417,331.433,22.425,0.730679
2017-5-18 19:30,0,0,1.37,312.317,331.368,22.495,0.727804
2017-5-18 19:45,0.52,0.372,1.574,312.246,331.302,22.382,0.740406
2017-5-18 20:00,0.743,0,1.041,269.624,331.33,22.296,0.754062
2017-5-18 20:15,1.421,0.966,1.574,254.691,274.869,23.958,0.764072
2017-5-18 20:30,1.296,0.074,1.041,207.338,274.891,22.534,0.766688
2017-5-18 20:45,1.523,0,0.595,203.456,274.817,20.502,0.767602
2017-5-18 21:00,1.268,0,0,203.646,274.786,20.009,0.761811
2017-5-18 21:15,1.778,0,0,184.819,274.766,19.977,0.779962
2017-5-18 21:30,2.951,1.778,1.092,166.101,165.31,7.194,0.817477
2017-5-18 21:45,2.492,2.339,1.319,172.219,165.572,7.303,0.828007
2017-5-18 22:00,0.074,1.194,0.372,171.783,165.726,7.003,0.763517
2017-5-18 22:15,0,0,0,171.764,165.699,7.243,0.867616
2017-5-18 22:30,0,0,0.52,171.735,165.65,16.715,0.568169
2017-5-18 22:45,0,0,1.268,171.734,165.715,19.92,0.842454
2017-5-18 23:00,0.074,0,0.818,171.756,165.693,19.884,0.81047
2017-5-18 23:15,0,0.074,2.288,171.846,199.608,19.871,0.828552
2017-5-18 23:30,0.646,1.778,2.288,198.889,300.346,19.861,0.837986
2017-5-18 23:45,1.37,1.115,1.982,242.989,300.31,19.63,0.816482
2017-5-19 0:00,1.421,0.372,1.676,239.634,289.558,17.356,0.818607
2017-5-19 0:15,2.135,1.523,1.727,230.754,258.25,17.1,0.819467
2017-5-19 0:30,2.237,2.186,2.39,242.896,259.778,17.369,0.830915
2017-5-19 0:45,2.645,2.288,2.339,235.881,259.995,17.111,0.802074
2017-5-19 1:00,2.9,2.288,2.237,228.545,259.934,17.127,0.838155
2017-5-19 1:15,2.696,1.88,1.982,223.805,259.941,17.119,0.812909
2017-5-19 1:30,2.696,1.88,1.88,220.239,259.846,17.104,0.823
2017-5-19 1:45,1.727,1.574,1.523,218.917,259.774,17.273,0.836077
2017-5-19 2:00,0.818,1.472,1.727,214.871,241.004,17.174,0.82207
2017-5-19 2:15,0.149,1.472,1.829,214.675,241.079,17.151,0.828402
2017-5-19 2:30,0.994,1.727,1.931,214.684,247.02,17.082,0.8402
2017-5-19 2:45,1.268,1.727,1.931,224.422,262.082,17.282,0.859357
2017-5-19 3:00,0.818,0.943,1.421,188.034,263.036,16.947,0.850699
2017-5-19 3:15,1.523,1.472,1.37,189.326,242.753,16.871,0.892429
2017-5-19 3:30,3.308,2.339,1.778,210.789,234.554,10.724,0.862514
2017-5-19 3:45,2.339,1.217,0.943,198.803,232.943,10.504,0.839934
2017-5-19 4:00,0.52,0.966,0.149,198.122,232.954,10.609,0.836599
2017-5-19 4:15,1.931,1.268,0,160.505,232.896,10.563,0.88203
2017-5-19 4:30,3.206,2.645,1.88,184.897,201.692,8.387,0.856374
2017-5-19 4:45,2.135,2.696,1.778,184.142,198.305,7.465,0.868612
2017-5-19 5:00,3.155,2.39,1.778,191.557,198.334,7.392,0.855803
2017-5-19 5:15,1.143,1.574,1.268,185.079,198.43,7.523,0.793538
2017-5-19 5:30,1.347,0.297,2.033,156.685,224.536,8.596,0.865686
2017-5-19 5:45,2.594,0,1.472,137.419,224.51,9.453,0.924111
2017-5-19 6:00,2.645,0,0.571,133.197,224.503,16.066,0.926579
2017-5-19 6:15,0.548,0.074,0.223,116.076,150.908,16.022,0.8301
2017-5-19 6:30,1.398,0,0.595,201.753,150.896,16.024,0.89468
2017-5-19 6:45,0,0,0,201.697,150.874,16.014,0.88133
2017-5-19 7:00,2.237,0,0,140.227,150.859,15.948,0.834477
2017-5-19 7:15,3.053,1.676,0,147.295,150.804,16.099,0.842075
2017-5-19 7:30,2.543,0.892,0,154.062,150.748,16.126,0.849046
2017-5-19 7:45,2.798,1.778,1.115,153.982,137.202,16.114,0.832497
2017-5-19 8:00,3.053,2.237,1.523,155.004,137.261,5.727,0.852299
2017-5-19 8:15,2.849,2.441,1.829,160.271,145.217,6.309,0.873417
2017-5-19 8:30,2.39,2.798,1.982,175.211,159.352,6.027,0.861263
2017-5-19 8:45,2.543,3.308,2.39,175.288,163.154,6.145,0.863215
2017-5-19 9:00,3.155,3.818,3.002,163.05,159.484,5.838,0.837552
2017-5-19 9:15,2.237,2.951,2.237,135.618,152.499,5.984,0.843709
2017-5-19 9:30,3.767,4.583,3.563,152.059,151.089,6.048,0.854301
2017-5-19 9:45,3.257,3.767,3.614,150.038,157.525,6.209,0.743865
2017-5-19 10:00,2.492,2.288,2.645,135.294,157.726,6.112,1.026584
2017-5-19 10:15,1.676,2.339,2.186,148.643,157.872,5.779,0.793596
2017-5-19 10:30,1.704,2.543,2.135,167.927,161.905,5.876,1.306458
2017-5-19 10:45,2.594,2.9,2.033,159.464,160.629,5.962,5.866179
2017-5-19 11:00,0.595,0.149,1.017,162.548,163.025,5.904,8.146965
2017-5-19 11:15,0,0,0.074,161.748,162.975,5.882,3.319072
2017-5-19 11:30,1.676,1.398,1.523,72.583,94.245,36.23,1.016656
2017-5-19 11:45,1.625,1.421,1.778,347.926,339.27,55.304,1.221314
2017-5-19 12:00,1.829,1.574,2.033,346.649,347.395,88.001,0.966019
2017-5-19 12:15,1.323,1.249,1.778,161.212,181.948,37.721,0.819057
