date,风速,预测功率,风向,温度,湿度,气压,实际风速,实际功率（计量口径一）,Target
2021/08/24 01:30:00,6.1,0.026932,286,23.2,94,988,5.9,27154.0,0.026792
2021/08/24 01:45:00,6.1,0.026684,287,23.1,95,988,6.1,36168.0,0.035666
2021/08/24 02:00:00,6.1,0.026435,287,23.0,95,988,5.5,28532.0,0.028173
2021/08/24 02:15:00,6.0,0.026325,286,22.9,95,988,5.4,27883.0,0.026912
2021/08/24 02:30:00,5.9,0.026353,286,22.8,95,988,5.1,21121.0,0.020821
2021/08/24 02:45:00,5.8,0.026381,284,22.7,96,989,5.0,19374.0,0.018867
2021/08/24 03:00:00,5.7,0.026409,283,22.6,96,989,5.6,27345.0,0.026618
2021/08/24 03:15:00,5.7,0.026488,283,22.6,96,989,5.5,24163.0,0.023506
2021/08/24 03:30:00,5.6,0.026618,285,22.5,96,989,5.1,20204.0,0.019896
2021/08/24 03:45:00,5.6,0.026747,286,22.5,96,989,5.2,23191.0,0.02289
2021/08/24 04:00:00,5.5,0.026877,287,22.4,96,989,5.5,24356.0,0.023693
2021/08/24 04:15:00,5.6,0.02693,288,22.4,96,989,5.2,22811.0,0.022421
2021/08/24 04:30:00,5.5,0.026905,288,22.4,96,989,5.4,24572.0,0.023377
2021/08/24 04:45:00,5.5,0.02688,288,22.3,96,989,5.2,23728.0,0.023564
2021/08/24 05:00:00,5.4,0.026855,288,22.3,96,989,5.8,31232.0,0.031246
2021/08/24 05:15:00,5.4,0.026509,288,22.3,96,989,5.5,25130.0,0.024823
2021/08/24 05:30:00,5.2,0.025843,288,22.3,96,989,5.5,25065.0,0.02472
2021/08/24 05:45:00,5.1,0.025178,287,22.3,97,990,5.5,26958.0,0.026115
2021/08/24 06:00:00,5.0,0.024512,286,22.3,97,990,5.1,21396.0,0.021056
2021/08/24 06:15:00,5.0,0.02364,285,22.5,97,990,4.9,18666.0,0.018567
2021/08/24 06:30:00,4.9,0.022561,284,22.8,96,990,4.5,14174.0,0.013861
2021/08/24 06:45:00,4.8,0.021482,285,23.1,95,990,4.9,18376.0,0.018344
2021/08/24 07:00:00,4.6,0.020403,284,23.4,94,990,4.3,12430.0,0.012234
2021/08/24 07:15:00,4.6,0.019154,286,23.7,92,990,4.2,11000.0,0.011109
2021/08/24 07:30:00,4.6,0.017736,290,24.0,91,990,4.4,12306.0,0.011943
2021/08/24 07:45:00,4.7,0.016319,294,24.3,90,990,4.1,9845.0,0.009666
2021/08/24 08:00:00,4.7,0.014901,298,24.6,89,990,4.0,8416.0,0.00824
2021/08/24 08:15:00,4.8,0.013771,300,24.9,87,990,4.8,16412.0,0.016282
2021/08/24 08:30:00,4.9,0.012929,301,25.3,85,990,4.4,12682.0,0.012577
2021/08/24 08:45:00,4.9,0.012088,302,25.8,83,991,3.8,7862.0,0.007622
2021/08/24 09:00:00,4.9,0.011246,303,26.2,81,991,4.8,17241.0,0.016869
2021/08/24 09:15:00,4.8,0.010689,303,26.5,80,991,4.6,14678.0,0.01445
2021/08/24 09:30:00,4.5,0.010416,299,26.7,79,991,4.6,14830.0,0.014571
2021/08/24 09:45:00,4.1,0.010143,296,27.0,78,991,4.4,12152.0,0.011569
2021/08/24 10:00:00,3.9,0.00987,291,27.2,77,991,4.1,10123.0,0.009835
2021/08/24 10:15:00,3.6,0.009634,286,27.5,76,991,4.5,13971.0,0.013291
2021/08/24 10:30:00,3.5,0.009433,282,27.8,75,991,4.1,10429.0,0.010478
2021/08/24 10:45:00,3.4,0.009232,277,28.1,74,991,4.5,14372.0,0.013955
2021/08/24 11:00:00,3.3,0.009031,272,28.4,73,991,4.7,15040.0,0.01494
2021/08/24 11:15:00,3.3,0.008957,270,28.7,71,991,4.6,12694.0,0.012214
2021/08/24 11:30:00,3.4,0.00901,270,28.9,70,991,4.9,16549.0,0.016347
2021/08/24 11:45:00,3.5,0.009062,272,29.0,69,991,4.8,17090.0,0.016603
2021/08/24 12:00:00,3.6,0.009115,273,29.2,68,991,5.4,22526.0,0.022105
2021/08/24 12:15:00,3.6,0.009112,273,29.4,67,991,4.3,11143.0,0.010916
2021/08/24 12:30:00,3.7,0.009054,273,29.5,66,991,4.3,9678.0,0.009612
2021/08/24 12:45:00,3.8,0.008996,273,29.6,66,990,4.0,8049.0,0.007944
2021/08/24 13:00:00,3.9,0.008938,273,29.7,65,990,4.1,8237.0,0.007994
2021/08/24 13:15:00,3.9,0.008949,273,29.8,65,990,4.0,8717.0,0.008419
2021/08/24 13:30:00,4.0,0.009029,271,29.9,64,990,3.7,6476.0,0.006083
2021/08/24 13:45:00,4.1,0.009108,270,30.0,64,990,4.3,10580.0,0.010417
2021/08/24 14:00:00,4.2,0.009188,270,30.1,63,990,4.9,16357.0,0.016173
2021/08/24 14:15:00,4.2,0.009323,269,30.1,63,990,4.7,15576.0,0.015349
2021/08/24 14:30:00,4.2,0.009514,266,30.1,63,990,5.0,17880.0,0.017602
2021/08/24 14:45:00,4.2,0.009705,265,30.2,63,989,5.3,21898.0,0.02133
2021/08/24 15:00:00,4.2,0.009896,262,30.2,63,989,5.3,22593.0,0.022106
2021/08/24 15:15:00,4.3,0.010087,259,30.2,63,989,5.0,20189.0,0.019449
2021/08/24 15:30:00,4.4,0.01028,258,30.1,64,989,4.8,17187.0,0.017053
2021/08/24 15:45:00,4.4,0.010473,257,30.0,64,989,4.8,17187.0,0.020614
2021/08/24 16:00:00,4.5,0.010666,256,29.9,65,989,5.2,20252.0,0.019938
2021/08/24 16:15:00,4.6,0.010729,254,29.8,66,989,5.3,21482.0,0.020995
2021/08/24 16:30:00,4.5,0.010664,252,29.6,67,989,5.7,26254.0,0.025649
2021/08/24 16:45:00,4.5,0.010598,249,29.5,68,990,5.6,24982.0,0.024618
2021/08/24 17:00:00,4.4,0.010533,247,29.3,69,990,5.1,19206.0,0.018755
2021/08/24 17:15:00,4.5,0.010615,245,29.0,71,990,5.1,19206.0,0.020967
2021/08/24 17:30:00,4.5,0.010844,242,28.7,73,990,5.0,17639.0,0.017437
2021/08/24 17:45:00,4.7,0.011074,239,28.4,74,990,5.2,20558.0,0.020317
2021/08/24 18:00:00,4.7,0.011301,236,28.1,76,990,5.1,18731.0,0.018444
2021/08/24 18:15:00,4.8,0.011627,234,27.7,78,990,5.4,21175.0,0.02073
2021/08/24 18:30:00,5.0,0.012153,233,27.3,79,990,5.4,21574.0,0.021483
2021/08/24 18:45:00,5.3,0.01268,231,27.0,80,991,5.2,19347.0,0.019052
2021/08/24 19:00:00,5.5,0.013206,230,26.6,81,991,5.3,20856.0,0.020579
2021/08/24 19:15:00,5.6,0.013741,229,26.3,82,991,5.3,22645.0,0.022307
2021/08/24 19:30:00,5.7,0.014285,228,26.2,83,991,5.7,27208.0,0.026648
2021/08/24 19:45:00,5.7,0.01483,227,26.0,83,991,5.8,27368.0,0.027206
2021/08/24 20:00:00,5.8,0.015374,226,25.9,84,991,6.2,30893.0,0.030358
2021/08/24 20:15:00,5.9,0.016084,225,25.8,84,991,6.5,35341.0,0.03483
2021/08/24 20:30:00,6.1,0.016961,225,25.7,84,991,6.2,33350.0,0.03285
2021/08/24 20:45:00,6.2,0.017837,224,25.6,85,992,6.0,33247.0,0.032765
2021/08/24 21:00:00,6.3,0.018431,224,25.5,85,992,6.1,31828.0,0.031202
2021/08/24 21:15:00,6.4,0.018927,224,25.5,85,992,5.7,26702.0,0.026313
2021/08/24 21:30:00,6.5,0.019436,226,25.4,85,992,5.6,25416.0,0.025135
2021/08/24 21:45:00,6.5,0.019945,227,25.4,86,992,5.4,23260.0,0.022832
2021/08/24 22:00:00,6.6,0.020454,229,25.3,86,992,5.5,23856.0,0.023431
2021/08/24 22:15:00,6.6,0.020857,231,25.3,86,992,5.5,24321.0,0.024016
2021/08/24 22:30:00,6.5,0.02107,231,25.2,87,992,5.7,27674.0,0.027601
2021/08/24 22:45:00,6.6,0.021279,232,25.1,87,992,6.1,34256.0,0.033586
2021/08/24 23:00:00,6.5,0.021488,233,25.0,88,992,6.3,35906.0,0.035215
2021/08/24 23:15:00,6.4,0.021492,233,24.9,88,992,6.4,37258.0,0.036532
2021/08/24 23:30:00,6.3,0.021291,232,24.8,88,992,6.3,33812.0,0.033647
2021/08/24 23:45:00,6.3,0.02109,231,24.7,89,992,6.0,29128.0,0.028746
2021/08/25 00:00:00,5.1,0.021202,243,22.2,95,992,5.8,27660.0,0.027271
2021/08/25 00:15:00,5.1,0.021066,241,22.1,95,992,5.4,25451.0,0.02513
2021/08/25 00:30:00,5.2,0.020867,238,22.0,95,992,5.5,23820.0,0.023504
2021/08/25 00:45:00,5.1,0.020669,237,22.0,96,992,5.4,25660.0,0.025003
2021/08/25 01:00:00,5.2,0.02047,234,21.9,96,992,5.8,26476.0,0.026068
2021/08/25 01:15:00,5.3,0.020404,233,21.9,96,992,5.8,28215.0,0.027981
2021/08/25 01:30:00,5.3,0.020471,232,21.9,96,992,5.8,29422.0,0.028885
2021/08/25 01:45:00,5.4,0.020537,231,22.0,96,992,5.6,26094.0,0.025483
2021/08/25 02:00:00,5.5,0.020604,230,22.0,96,992,5.7,25514.0,0.025427
2021/08/25 02:15:00,5.7,0.020776,229,22.0,96,992,6.0,28280.0,0.028015
2021/08/25 02:30:00,5.8,0.021053,229,22.0,96,992,5.9,29494.0,0.028485
2021/08/25 02:45:00,6.0,0.021331,229,22.0,96,992,5.6,25987.0,0.025334
2021/08/25 03:00:00,6.1,0.021608,229,22.0,96,992,5.6,25627.0,0.025318
2021/08/25 03:15:00,6.2,0.021804,230,22.0,96,992,5.4,23385.0,0.023106
2021/08/25 03:30:00,6.2,0.021917,230,22.0,97,992,5.7,28192.0,0.027903
2021/08/25 03:45:00,6.4,0.022031,230,22.0,97,992,5.8,26582.0,0.026305
2021/08/25 04:00:00,6.5,0.022144,231,22.0,98,992,5.5,23344.0,0.023216
2021/08/25 04:15:00,6.4,0.022059,231,22.0,98,992,5.4,24435.0,0.023943
2021/08/25 04:30:00,6.3,0.021774,232,22.0,98,992,5.3,19998.0,0.019812
2021/08/25 04:45:00,6.3,0.02149,233,21.9,99,992,5.4,23399.0,0.023109
2021/08/25 05:00:00,6.2,0.021205,233,21.9,99,992,5.4,21031.0,0.020752
2021/08/25 05:15:00,6.2,0.020945,234,21.9,99,992,5.6,25916.0,0.025552
2021/08/25 05:30:00,6.1,0.02071,234,21.9,99,992,5.9,30510.0,0.029972
2021/08/25 05:45:00,6.1,0.020475,234,21.8,99,992,5.6,27963.0,0.027404
2021/08/25 06:00:00,6.0,0.02024,233,21.8,99,992,5.3,22319.0,0.021903
2021/08/25 06:15:00,6.0,0.0197,233,21.9,99,992,5.0,19458.0,0.019239
2021/08/25 06:30:00,5.9,0.018855,233,22.1,98,992,5.3,21625.0,0.021302
2021/08/25 06:45:00,5.8,0.01801,233,22.4,97,993,5.3,22691.0,0.022285
2021/08/25 07:00:00,5.6,0.017165,233,22.6,96,993,5.7,25790.0,0.025288
2021/08/25 07:15:00,5.6,0.015916,234,22.9,94,993,5.3,22152.0,0.022461
2021/08/25 07:30:00,5.3,0.014264,236,23.2,92,993,5.0,18503.0,0.017983
2021/08/25 07:45:00,5.2,0.012611,238,23.5,90,993,4.9,18980.0,0.018797
2021/08/25 08:00:00,5.0,0.01072582979,240,23.8,88,993,4.5,12997.0,0.012983
2021/08/25 08:15:00,4.9,0.009747106383,241,24.1,86,993,4.4,12074.0,0.011978
2021/08/25 08:30:00,4.8,0.009406510638,241,24.4,84,993,4.0,9331.0,0.009099
2021/08/25 08:45:00,4.8,0.009066893617,241,24.7,82,993,3.6,6464.0,0.006292
2021/08/25 09:00:00,4.7,0.008726297872,242,25.0,80,993,4.4,12382.0,0.012411
2021/08/25 09:15:00,4.7,0.008619617021,242,25.4,78,993,4.4,12382.0,0.013294
2021/08/25 09:30:00,4.7,0.008747829787,241,25.7,76,993,4.4,12382.0,0.015487
2021/08/25 09:45:00,4.8,0.008876042552999999,241,26.1,74,994,4.6,13741.0,0.013558
2021/08/25 10:00:00,4.8,0.009004255319,240,26.4,72,994,4.4,12762.0,0.013427
2021/08/25 10:15:00,4.8,0.00924012766,240,26.8,70,994,4.4,12762.0,0.012764
2021/08/25 10:30:00,4.8,0.009584638298,240,27.1,69,994,4.4,12762.0,0.009657
2021/08/25 10:45:00,4.7,0.009928170213,239,27.5,67,994,4.7,12965.0,0.012763
2021/08/25 11:00:00,4.6,0.01027268085,238,27.8,66,994,4.8,14087.0,0.013308
2021/08/25 11:15:00,4.5,0.01074834043,237,28.1,64,994,4.8,14087.0,0.014321
2021/08/25 11:30:00,4.7,0.01135417021,236,28.4,63,994,5.2,20555.0,0.020297
2021/08/25 11:45:00,4.8,0.01196,236,28.7,61,993,5.3,22784.0,0.022868
2021/08/25 12:00:00,5.0,0.01256582979,236,29.0,60,993,5.6,24201.0,0.023219
2021/08/25 12:15:00,5.1,0.013254851060000001,235,29.2,59,993,5.7,27334.0,0.027845
2021/08/25 12:30:00,5.3,0.01402608511,236,29.3,58,993,5.7,26254.0,0.025667
2021/08/25 12:45:00,5.7,0.01479731915,236,29.5,57,993,5.4,24593.0,0.024016
2021/08/25 13:00:00,5.9,0.01556855319,236,29.6,56,993,6.2,34769.0,0.034208
2021/08/25 13:15:00,6.1,0.01619689362,236,29.7,55,993,5.9,30373.0,0.029774
2021/08/25 13:30:00,6.2,0.01668234043,238,29.7,55,993,5.9,30373.0,0.029371
2021/08/25 13:45:00,6.3,0.01716680851,239,29.7,55,993,6.4,37532.0,0.036761
2021/08/25 14:00:00,6.4,0.01765225532,241,29.7,55,993,6.2,37644.0,0.037392
2021/08/25 14:15:00,6.4,0.01793217021,243,29.7,55,993,6.5,42908.0,0.042932
2021/08/25 14:30:00,6.4,0.018007531910000003,245,29.7,55,993,6.2,37858.0,0.037622
2021/08/25 14:45:00,6.4,0.01808191489,247,29.6,55,993,5.9,33498.0,0.033752
2021/08/25 15:00:00,6.4,0.0181572766,249,29.6,55,993,6.5,38476.0,0.037755
2021/08/25 15:15:00,6.3,0.01795565957,250,29.5,56,993,7.2,53236.0,0.049226
2021/08/25 15:30:00,6.2,0.01747706383,250,29.3,57,993,6.9,47656.0,0.048595
2021/08/25 15:45:00,5.9,0.01699846809,250,29.2,58,993,6.9,47656.0,0.049708
2021/08/25 16:00:00,5.8,0.016519872340000002,251,29.0,59,993,6.9,47656.0,0.041539
2021/08/25 16:15:00,5.6,0.01607259574,251,28.8,60,993,6.1,32561.0,0.031385
2021/08/25 16:30:00,5.5,0.01565468085,251,28.6,61,993,5.4,23964.0,0.023723
2021/08/25 16:45:00,5.4,0.01523676596,252,28.5,63,993,5.3,22070.0,0.021568
2021/08/25 17:00:00,5.3,0.01481885106,251,28.3,64,993,5.7,26565.0,0.026374
2021/08/25 17:15:00,5.3,0.0145947234,249,28.0,66,993,5.8,30425.0,0.030136
2021/08/25 17:30:00,5.4,0.0145653617,246,27.5,67,993,6.0,35229.0,0.035407
2021/08/25 17:45:00,5.6,0.014536,243,27.1,69,994,6.3,34935.0,0.034034
2021/08/25 18:00:00,5.7,0.014506638300000001,241,26.6,70,994,6.1,34343.0,0.033486
2021/08/25 18:15:00,5.8,0.014534042550000001,240,26.3,71,994,6.2,34483.0,0.033942
2021/08/25 18:30:00,5.8,0.01462212766,240,26.1,71,994,6.0,31367.0,0.03066
2021/08/25 18:45:00,5.8,0.01471021277,239,25.9,72,995,6.2,35333.0,0.034385
2021/08/25 19:00:00,5.8,0.014798297870000001,239,25.7,72,995,6.2,35060.0,0.034443
2021/08/25 19:15:00,5.8,0.014995021280000001,239,25.5,72,995,6.2,35080.0,0.034244
2021/08/25 19:30:00,5.9,0.0153013617,240,25.4,72,995,6.2,35965.0,0.035275
2021/08/25 19:45:00,5.8,0.01560770213,241,25.3,73,995,6.3,38671.0,0.03774
2021/08/25 20:00:00,5.9,0.016254,243,25.2,73,995,6.5,40845.0,0.040103
2021/08/25 20:15:00,5.8,0.016461,244,25.1,73,995,6.7,43784.0,0.042991
2021/08/25 20:30:00,5.8,0.01655,247,25.0,73,995,6.7,44758.0,0.044356
2021/08/25 20:45:00,5.8,0.01664,250,24.9,72,996,6.5,40272.0,0.039532
2021/08/25 21:00:00,5.8,0.016729,252,24.8,72,996,6.2,35696.0,0.035087
2021/08/25 21:15:00,5.8,0.016819,253,24.7,72,996,5.9,29311.0,0.028797
2021/08/25 21:30:00,5.6,0.016908,253,24.6,72,996,5.6,24799.0,0.024449
2021/08/25 21:45:00,5.5,0.016768,254,24.4,73,997,5.6,25601.0,0.025179
2021/08/25 22:00:00,5.4,0.016592,255,24.3,73,997,6.0,30551.0,0.030191
2021/08/25 22:15:00,5.5,0.016517,256,24.2,73,997,6.3,33420.0,0.032823
2021/08/25 22:30:00,5.5,0.016543,258,24.1,72,997,5.8,28319.0,0.028017
2021/08/25 22:45:00,5.6,0.016569,261,24.0,71,997,5.6,26209.0,0.026016
2021/08/25 23:00:00,5.6,0.016584,263,23.9,70,997,5.1,19428.0,0.019163
2021/08/25 23:15:00,5.7,0.016158,264,23.8,70,997,4.9,17288.0,0.016966
2021/08/25 23:30:00,5.6,0.015461,264,23.6,69,997,4.6,13620.0,0.01364
2021/08/25 23:45:00,5.6,0.014765,265,23.5,68,997,4.4,12471.0,0.012304
2021/08/26 00:00:00,5.1,0.017923,252,24.5,88,997,4.4,11506.0,0.011448
2021/08/26 00:15:00,5.0,0.017314,251,24.3,88,997,4.5,11406.0,0.011196
2021/08/26 00:30:00,4.8,0.016608,248,24.2,89,997,4.5,11792.0,0.011307
2021/08/26 00:45:00,4.7,0.015902,246,24.1,89,997,4.2,8747.0,0.008477
2021/08/26 01:00:00,4.6,0.015196,243,24.0,90,997,4.0,8126.0,0.007963
2021/08/26 01:15:00,4.6,0.014795,241,23.9,90,997,4.2,9428.0,0.009523
2021/08/26 01:30:00,4.7,0.014698,242,23.8,91,997,4.3,8676.0,0.008595
2021/08/26 01:45:00,4.7,0.014601,241,23.7,91,997,4.4,9378.0,0.009214
2021/08/26 02:00:00,4.8,0.014504,241,23.6,92,997,4.1,7206.0,0.006922
2021/08/26 02:15:00,4.8,0.014693,240,23.5,92,997,4.3,9704.0,0.009479
2021/08/26 02:30:00,4.9,0.015169,239,23.5,92,997,4.3,10192.0,0.009928
2021/08/26 02:45:00,5.0,0.015645,239,23.4,92,997,4.3,9521.0,0.009359
2021/08/26 03:00:00,5.1,0.016121,238,23.4,92,997,4.2,9041.0,0.00872
2021/08/26 03:15:00,5.1,0.017044,237,23.4,92,997,4.3,10448.0,0.010185
2021/08/26 03:30:00,5.1,0.018413,237,23.4,92,997,4.3,9966.0,0.009725
2021/08/26 03:45:00,5.3,0.019782,237,23.4,92,998,4.1,8507.0,0.008471
2021/08/26 04:00:00,5.3,0.021151,237,23.4,92,998,4.1,8828.0,0.008652
2021/08/26 04:15:00,5.2,0.021552,238,23.4,92,998,4.2,9345.0,0.009353
2021/08/26 04:30:00,5.2,0.020984,239,23.4,92,998,4.8,15358.0,0.015143
2021/08/26 04:45:00,5.3,0.020417,241,23.3,92,998,5.4,21449.0,0.021096
2021/08/26 05:00:00,5.3,0.019849,242,23.3,92,998,5.7,26558.0,0.02628
2021/08/26 05:15:00,5.3,0.019566,242,23.3,92,998,5.8,26869.0,0.026569
2021/08/26 05:30:00,5.3,0.019568,240,23.3,92,998,6.0,30067.0,0.029654
2021/08/26 05:45:00,5.3,0.019571,238,23.3,92,999,6.0,31372.0,0.031108
2021/08/26 06:00:00,5.3,0.019573,236,23.3,92,999,5.8,30915.0,0.030337
2021/08/26 06:15:00,5.5,0.019603,235,23.3,92,999,5.6,28173.0,0.027777
2021/08/26 06:30:00,5.7,0.01966,236,23.4,91,999,5.8,29720.0,0.029433
2021/08/26 06:45:00,5.8,0.019717,235,23.5,91,999,5.8,31058.0,0.030825
2021/08/26 07:00:00,6.0,0.019449,236,23.6,90,999,5.1,16725.0,0.016469
2021/08/26 07:15:00,6.1,0.018629,240,23.6,90,999,4.7,13886.0,0.013809
2021/08/26 07:30:00,6.1,0.017546,246,23.7,89,999,4.8,13876.0,0.013729
2021/08/26 07:45:00,6.2,0.016462,252,23.8,88,1000,4.4,12163.0,0.012269
2021/08/26 08:00:00,6.3,0.015379,258,23.9,87,1000,4.6,12168.0,0.01181
2021/08/26 08:15:00,6.4,0.014536,265,23.9,86,1000,4.1,8849.0,0.008637
2021/08/26 08:30:00,6.3,0.013933,270,24.0,85,1000,3.7,6362.0,0.006168
2021/08/26 08:45:00,6.3,0.01333,277,24.0,84,1000,3.9,7346.0,0.007164
2021/08/26 09:00:00,6.3,0.012727,284,24.1,83,1000,3.6,5484.0,0.005292
2021/08/26 09:15:00,6.3,0.01209,287,24.1,81,1000,4.0,7313.0,0.007237
2021/08/26 09:30:00,6.0,0.011417,285,24.2,80,1000,3.4,4925.0,0.004732
2021/08/26 09:45:00,5.6,0.010745,282,24.2,79,1000,3.9,8491.0,0.008301
2021/08/26 10:00:00,5.4,0.010072,280,24.3,78,1000,3.5,4967.0,0.004899
2021/08/26 10:15:00,5.0,0.009633,277,24.3,77,1000,3.4,3938.0,0.003773
2021/08/26 10:30:00,4.7,0.008978,274,24.3,77,1000,3.3,3217.0,0.002991
2021/08/26 10:45:00,4.3,0.008088,270,24.3,76,1000,2.9,1391.0,0.001195
2021/08/26 11:00:00,4.0,0.007197,267,24.3,76,1000,2.9,1391.0,0.000595
2021/08/26 11:15:00,3.8,0.006569,264,24.3,76,1000,2.7,1652.0,0.001356
2021/08/26 11:30:00,3.7,0.006202,265,24.2,76,1000,2.9,2028.0,0.001824
2021/08/26 11:45:00,3.6,0.005835,265,24.1,75,1000,3.5,6079.0,0.005838
2021/08/26 12:00:00,3.5,0.005468,267,24.0,75,1000,3.8,7802.0,0.007612
2021/08/26 12:15:00,3.4,0.005279,268,24.0,75,1000,3.8,7803.0,0.007651
2021/08/26 12:30:00,3.4,0.005269,270,24.0,74,1000,5.1,16173.0,0.016594
2021/08/26 12:45:00,3.3,0.00526,272,24.0,74,1000,6.3,39257.0,0.038906
2021/08/26 13:00:00,3.3,0.00525,275,24.0,73,1000,6.3,39257.0,0.019478
2021/08/26 13:15:00,3.4,0.005286,280,24.0,73,1000,6.3,39257.0,0.010243
2021/08/26 13:30:00,3.3,0.005367,286,23.9,73,1000,3.9,8704.0,0.008512
2021/08/26 13:45:00,3.3,0.005448,291,23.8,73,1000,3.8,8373.0,0.008138
2021/08/26 14:00:00,3.4,0.005529,297,23.7,73,1000,3.8,8373.0,0.013592
2021/08/26 14:15:00,3.2,0.005489,300,23.7,73,1000,5.1,21353.0,0.020989
2021/08/26 14:30:00,2.8,0.005327,297,23.6,74,1000,5.4,26274.0,0.025792
2021/08/26 14:45:00,2.5,0.005164,296,23.5,74,1000,4.7,13844.0,0.013599
2021/08/26 15:00:00,2.2,0.005002,292,23.4,75,1000,4.7,13844.0,0.015627
2021/08/26 15:15:00,2.0,0.004779,290,23.3,75,1000,4.7,13844.0,0.0196
2021/08/26 15:30:00,2.1,0.004494,287,23.2,76,1000,4.7,13844.0,0.01753
2021/08/26 15:45:00,2.1,0.004209,284,23.1,77,1000,4.6,15532.0,0.015336
2021/08/26 16:00:00,2.1,0.003924,281,23.0,78,1000,4.1,8655.0,0.008097
2021/08/26 16:15:00,2.1,0.003772,275,22.8,79,1000,3.8,7292.0,0.007103
2021/08/26 16:30:00,2.1,0.003754,270,22.7,80,1000,4.0,7805.0,0.007575
2021/08/26 16:45:00,2.0,0.003735,261,22.5,82,1000,4.0,8753.0,0.008723
2021/08/26 17:00:00,2.1,0.003717,253,22.4,83,1000,4.2,11202.0,0.011066
2021/08/26 17:15:00,2.2,0.00371,252,22.2,85,1000,4.5,13775.0,0.013552
2021/08/26 17:30:00,2.3,0.003713,252,22.0,86,1000,4.6,13494.0,0.01317
2021/08/26 17:45:00,2.4,0.003717,251,21.9,87,1000,4.8,16127.0,0.015927
2021/08/26 18:00:00,2.5,0.00372,252,21.7,88,1000,5.4,23027.0,0.022684
2021/08/26 18:15:00,2.6,0.003713,252,21.6,88,1000,5.8,30995.0,0.030644
2021/08/26 18:30:00,2.5,0.003695,252,21.5,88,1000,5.6,29037.0,0.029382
2021/08/26 18:45:00,2.4,0.003676,251,21.4,88,1000,4.9,17721.0,0.017841
2021/08/26 19:00:00,2.3,0.003658,250,21.3,88,1000,4.6,15936.0,0.016091
2021/08/26 19:15:00,2.3,0.003636,252,21.2,88,1000,4.1,10201.0,0.009981
2021/08/26 19:30:00,2.2,0.00361,254,21.1,89,1000,3.7,6597.0,0.006519
2021/08/26 19:45:00,2.2,0.003583,257,21.0,89,1000,3.2,3034.0,0.002871
2021/08/26 20:00:00,2.0,0.003557,259,20.9,90,1000,3.6,4068.0,0.003926
2021/08/26 20:15:00,2.0,0.003506,267,20.8,90,1000,3.9,6589.0,0.006463
2021/08/26 20:30:00,2.1,0.003431,278,20.7,90,1000,3.6,5697.0,0.005545
2021/08/26 20:45:00,2.2,0.003356,291,20.6,89,1001,3.8,7904.0,0.007596
2021/08/26 21:00:00,2.6,0.003281,301,20.5,89,1001,3.4,3756.0,0.003567
2021/08/26 21:15:00,2.6,0.003222,307,20.5,89,1001,2.9,546.0,0.000392
2021/08/26 21:30:00,2.6,0.003181,313,20.4,89,1001,2.7,-164.0,-0.00035
2021/08/26 21:45:00,2.6,0.003139,321,20.3,90,1001,2.0,-175.0,-0.000372
2021/08/26 22:00:00,2.6,0.003098,328,20.2,90,1001,1.3,-124.0,-0.000325
2021/08/26 22:15:00,2.4,0.003069,332,20.2,90,1001,1.6,-95.0,-0.000307
2021/08/26 22:30:00,1.8,0.003052,341,20.2,90,1001,2.7,-110.0,-0.000314
2021/08/26 22:45:00,1.4,0.003035,356,20.3,91,1001,2.4,-43.0,-0.000223
2021/08/26 23:00:00,1.1,0.003018,22,20.3,91,1001,3.5,1546.0,0.001357
2021/08/26 23:15:00,1.1,0.002998,41,20.3,91,1001,3.5,5131.0,0.004965
2021/08/26 23:30:00,1.1,0.002973,49,20.3,91,1001,4.0,9078.0,0.008903
2021/08/26 23:45:00,1.1,0.002948,56,20.3,92,1000,4.0,8639.0,0.008493
2021/08/27 00:00:00,2.0,0.003003,323,20.1,92,1000,4.7,14457.0,0.014198
2021/08/27 00:15:00,2.2,0.003198,328,20.1,92,1000,4.9,20002.0,0.019741
2021/08/27 00:30:00,2.6,0.003533,332,20.1,92,1000,4.8,17068.0,0.016716
2021/08/27 00:45:00,3.1,0.003868,335,20.1,91,1000,5.3,20064.0,0.019747
2021/08/27 01:00:00,3.5,0.004203,338,20.1,91,1000,5.4,23502.0,0.02282
2021/08/27 01:15:00,3.5,0.004343,340,20.1,91,1000,5.7,28677.0,0.028419
2021/08/27 01:30:00,3.4,0.004289,341,20.1,92,1000,6.4,45095.0,0.04655
2021/08/27 01:45:00,3.2,0.004234,344,20.1,92,1000,7.3,65506.0,0.065183
2021/08/27 02:00:00,3.1,0.00418,345,20.1,93,1000,7.4,62484.0,0.061557
2021/08/27 02:15:00,3.0,0.004131,346,20.1,93,1000,7.2,66146.0,0.064639
2021/08/27 02:30:00,3.0,0.004086,345,20.2,93,1000,5.5,28013.0,0.027392
2021/08/27 02:45:00,3.1,0.004042,343,20.2,93,1000,6.5,41447.0,0.040973
2021/08/27 03:00:00,3.2,0.003997,342,20.3,93,1000,5.9,38342.0,0.038156
2021/08/27 03:15:00,3.2,0.003887,342,20.3,93,1000,5.3,25388.0,0.025319
2021/08/27 03:30:00,3.2,0.00371,342,20.2,93,1000,5.3,22581.0,0.022078
2021/08/27 03:45:00,3.2,0.003533,344,20.2,94,1000,4.7,17550.0,0.017534
2021/08/27 04:00:00,3.2,0.003356,344,20.1,94,1000,4.1,9729.0,0.009549
